index,voted
1347,1.64
1348,2.0
1349,2.0
1350,2.0
1351,1.0
1352,1.0
1353,2.0
1354,2.0
1355,1.0
1356,1.0
1357,2.0
1358,2.0
1359,2.0
1360,2.0
1361,1.0
1362,2.0
1363,1.48
1364,1.12
1365,1.76
1366,1.88
1367,1.0
1368,1.0
1369,2.0
1370,2.0
1371,1.0
1372,1.36
1373,1.0
1374,1.0
1375,1.0
1376,1.08
1377,2.0
1378,1.0
1379,1.6
1380,2.0
1381,1.0
1382,1.0
1383,2.0
1384,1.32
1385,1.0
1386,1.0
1387,1.0
1388,1.0
1389,2.0
1390,2.0
1391,2.0
1392,1.24
1393,2.0
1394,1.0
1395,1.0
1396,2.0
1397,2.0
1398,1.0
1399,2.0
1400,1.0
1401,1.0
1402,2.0
1403,1.24
1404,2.0
1405,1.6
1406,1.0
1407,2.0
1408,1.76
1409,1.12
1410,2.0
1411,1.36
1412,2.0
1413,1.0
1414,1.0
1415,1.0
1416,1.12
1417,1.08
1418,2.0
1419,2.0
1420,1.12
1421,1.0
1422,1.64
1423,2.0
1424,2.0
1425,2.0
1426,1.0
1427,2.0
1428,1.28
1429,1.0
1430,1.0
1431,1.0
1432,2.0
1433,1.0
1434,1.0
1435,1.12
1436,2.0
1437,1.0
1438,1.88
1439,1.92
1440,1.0
1441,2.0
1442,1.0
1443,2.0
1444,1.84
1445,2.0
1446,1.0
1447,2.0
1448,1.0
1449,2.0
1450,1.0
1451,2.0
1452,2.0
1453,2.0
1454,1.8
1455,2.0
1456,2.0
1457,1.36
1458,1.0
1459,1.0
1460,1.92
1461,1.0
1462,2.0
1463,1.0
1464,1.0
1465,1.0
1466,1.0
1467,1.0
1468,2.0
1469,2.0
1470,1.0
1471,2.0
1472,1.0
1473,2.0
1474,2.0
1475,1.0
1476,1.68
1477,1.0
1478,2.0
1479,1.0
1480,1.28
1481,2.0
1482,2.0
1483,2.0
1484,2.0
1485,1.0
1486,1.56
1487,2.0
1488,1.0
1489,1.0
1490,1.0
1491,2.0
1492,1.48
1493,2.0
1494,1.0
1495,1.8
1496,1.0
1497,1.0
1498,1.0
1499,2.0
1500,2.0
1501,1.0
1502,1.2
1503,1.44
1504,1.0
1505,1.0
1506,2.0
1507,2.0
1508,1.0
1509,1.0
1510,1.0
1511,2.0
1512,2.0
1513,1.0
1514,1.0
1515,1.48
1516,1.6
1517,2.0
1518,2.0
1519,1.0
1520,2.0
1521,2.0
1522,2.0
1523,2.0
1524,1.56
1525,1.48
1526,1.0
1527,1.0
1528,2.0
1529,1.88
1530,1.48
1531,2.0
1532,2.0
1533,2.0
1534,2.0
1535,2.0
1536,1.0
1537,1.0
1538,2.0
1539,2.0
1540,1.0
1541,1.0
1542,1.36
1543,1.56
1544,1.0
1545,1.36
1546,1.36
1547,1.0
1548,1.0
1549,2.0
1550,1.0
1551,1.0
1552,1.0
1553,1.48
1554,1.0
1555,2.0
1556,1.0
1557,2.0
1558,2.0
1559,1.24
1560,1.4
1561,2.0
1562,2.0
1563,2.0
1564,1.48
1565,1.0
1566,2.0
1567,2.0
1568,1.8
1569,2.0
1570,1.0
1571,1.0
1572,2.0
1573,1.0
1574,1.0
1575,1.0
1576,1.0
1577,2.0
1578,1.2
1579,2.0
1580,1.0
1581,1.12
1582,1.0
1583,1.0
1584,2.0
1585,1.0
1586,2.0
1587,1.0
1588,1.4
1589,2.0
1590,1.08
1591,1.36
1592,2.0
1593,1.56
1594,1.0
1595,2.0
1596,2.0
1597,1.0
1598,1.48
1599,2.0
1600,1.6
1601,1.0
1602,2.0
1603,1.48
1604,1.0
1605,2.0
1606,1.36
1607,1.0
1608,1.92
1609,2.0
1610,1.36
1611,1.0
1612,2.0
1613,1.0
1614,1.0
1615,1.36
1616,2.0
1617,1.0
1618,1.0
1619,2.0
1620,1.0
1621,1.0
1622,1.0
1623,2.0
1624,1.44
1625,1.24
1626,1.12
1627,2.0
1628,1.0
1629,2.0
1630,1.92
1631,2.0
1632,1.0
1633,1.0
1634,1.0
1635,2.0
1636,2.0
1637,1.0
1638,1.32
1639,1.8
1640,2.0
1641,2.0
1642,2.0
1643,1.24
1644,2.0
1645,1.0
1646,1.0
1647,1.0
1648,1.0
1649,1.88
1650,1.12
1651,1.0
1652,1.4
1653,1.0
1654,2.0
1655,2.0
1656,2.0
1657,1.0
1658,1.0
1659,2.0
1660,2.0
1661,1.0
1662,1.0
1663,1.0
1664,1.12
1665,1.0
1666,1.24
1667,2.0
1668,1.0
1669,2.0
1670,1.0
1671,1.0
1672,2.0
1673,2.0
1674,2.0
1675,1.12
1676,2.0
1677,1.52
1678,2.0
1679,1.0
1680,1.0
1681,2.0
1682,1.24
1683,1.68
1684,1.0
1685,2.0
1686,2.0
1687,1.8
1688,1.0
1689,1.24
1690,1.12
1691,1.0
1692,2.0
1693,2.0
1694,1.72
1695,1.0
1696,1.0
1697,1.0
1698,2.0
1699,1.16
1700,1.0
1701,1.0
1702,1.0
1703,1.24
1704,1.0
1705,1.0
1706,2.0
1707,1.0
1708,1.0
1709,1.0
1710,2.0
1711,2.0
1712,2.0
1713,1.0
1714,1.12
1715,1.0
1716,1.12
1717,2.0
1718,1.0
1719,1.0
1720,2.0
1721,1.0
1722,1.0
1723,1.0
1724,2.0
1725,1.68
1726,1.0
1727,1.0
1728,2.0
1729,1.56
1730,1.0
1731,2.0
1732,2.0
1733,1.0
1734,2.0
1735,2.0
1736,1.0
1737,1.0
1738,2.0
1739,1.0
1740,2.0
1741,1.92
1742,1.0
1743,1.0
1744,1.0
1745,1.48
1746,1.0
1747,1.12
1748,2.0
1749,1.0
1750,1.0
1751,2.0
1752,1.0
1753,2.0
1754,1.0
1755,1.0
1756,1.0
1757,2.0
1758,1.0
1759,1.0
1760,2.0
1761,1.0
1762,1.0
1763,2.0
1764,2.0
1765,1.0
1766,1.64
1767,2.0
1768,2.0
1769,1.0
1770,2.0
1771,1.0
1772,1.0
1773,1.0
1774,1.2
1775,1.0
1776,2.0
1777,1.0
1778,2.0
1779,1.0
1780,1.0
1781,1.0
1782,1.0
1783,2.0
1784,1.0
1785,1.0
1786,2.0
1787,1.48
1788,1.0
1789,2.0
1790,1.0
1791,1.0
1792,1.12
1793,1.0
1794,2.0
1795,1.0
1796,2.0
1797,1.0
1798,2.0
1799,2.0
1800,2.0
1801,1.0
1802,2.0
1803,2.0
1804,2.0
1805,1.0
1806,2.0
1807,1.0
1808,1.0
1809,2.0
1810,2.0
1811,1.32
1812,1.0
1813,1.0
1814,2.0
1815,2.0
1816,1.0
1817,1.0
1818,1.36
1819,1.0
1820,1.0
1821,1.6
1822,1.56
1823,2.0
1824,1.0
1825,2.0
1826,1.0
1827,1.44
1828,2.0
1829,1.0
1830,1.48
1831,2.0
1832,1.0
1833,1.0
1834,1.0
1835,1.0
1836,1.0
1837,1.0
1838,1.0
1839,1.24
1840,2.0
1841,2.0
1842,2.0
1843,2.0
1844,2.0
1845,1.64
1846,1.0
1847,2.0
1848,1.0
1849,2.0
1850,1.0
1851,1.12
1852,2.0
1853,1.0
1854,2.0
1855,2.0
1856,1.0
1857,2.0
1858,1.12
1859,1.0
1860,1.24
1861,2.0
1862,1.24
1863,1.0
1864,1.0
1865,1.48
1866,2.0
1867,2.0
1868,1.0
1869,1.0
1870,1.12
1871,2.0
1872,1.0
1873,1.0
1874,2.0
1875,2.0
1876,2.0
1877,1.0
1878,1.0
1879,2.0
1880,2.0
1881,1.0
1882,2.0
1883,2.0
1884,2.0
1885,1.0
1886,1.24
1887,1.44
1888,1.0
1889,1.0
1890,1.12
1891,2.0
1892,2.0
1893,1.24
1894,1.08
1895,1.0
1896,1.0
1897,1.0
1898,1.0
1899,1.0
1900,1.0
1901,2.0
1902,2.0
1903,2.0
1904,1.0
1905,1.0
1906,1.44
1907,2.0
1908,2.0
1909,1.12
1910,1.0
1911,2.0
1912,1.0
1913,1.0
1914,2.0
1915,1.0
1916,1.52
1917,1.12
1918,1.0
1919,1.0
1920,2.0
1921,2.0
1922,2.0
1923,1.0
1924,1.0
1925,2.0
1926,1.36
1927,1.84
1928,2.0
1929,1.0
1930,2.0
1931,1.0
1932,1.0
1933,1.24
1934,2.0
1935,2.0
1936,1.0
1937,2.0
1938,1.0
1939,2.0
1940,1.76
1941,2.0
1942,1.0
1943,1.12
1944,1.48
1945,1.92
1946,1.0
1947,1.0
1948,2.0
1949,1.64
1950,1.0
1951,1.0
1952,1.0
1953,1.0
1954,1.0
1955,1.0
1956,1.0
1957,1.0
1958,1.0
1959,1.52
1960,2.0
1961,1.0
1962,2.0
1963,2.0
1964,2.0
1965,2.0
1966,2.0
1967,2.0
1968,2.0
1969,2.0
1970,1.0
1971,1.56
1972,2.0
1973,1.0
1974,1.0
1975,2.0
1976,1.64
1977,2.0
1978,2.0
1979,1.0
1980,1.0
1981,2.0
1982,2.0
1983,1.0
1984,1.12
1985,1.0
1986,1.0
1987,2.0
1988,1.0
1989,1.76
1990,1.0
1991,1.24
1992,2.0
1993,1.0
1994,2.0
1995,1.0
1996,2.0
1997,1.0
1998,2.0
1999,2.0
2000,1.0
2001,2.0
2002,1.0
2003,2.0
2004,1.6
2005,1.0
2006,1.0
2007,1.0
2008,1.0
2009,1.88
2010,2.0
2011,1.0
2012,1.0
2013,1.72
2014,1.0
2015,1.0
2016,1.44
2017,1.6
2018,1.0
2019,1.24
2020,1.0
2021,1.0
2022,1.0
2023,1.0
2024,1.56
2025,1.0
2026,2.0
2027,2.0
2028,2.0
2029,1.68
2030,1.0
2031,1.0
2032,1.0
2033,2.0
2034,1.76
2035,2.0
2036,2.0
2037,1.8
2038,2.0
2039,1.0
2040,1.24
2041,1.0
2042,1.0
2043,1.16
2044,1.0
2045,1.0
2046,2.0
2047,2.0
2048,2.0
2049,1.0
2050,1.24
2051,2.0
2052,2.0
2053,1.12
2054,1.12
2055,1.0
2056,1.24
2057,2.0
2058,1.0
2059,2.0
2060,1.6
2061,1.0
2062,1.0
2063,1.36
2064,2.0
2065,2.0
2066,1.36
2067,1.64
2068,1.0
2069,1.0
2070,1.0
2071,1.0
2072,2.0
2073,2.0
2074,1.0
2075,2.0
2076,2.0
2077,1.0
2078,1.0
2079,2.0
2080,2.0
2081,1.0
2082,2.0
2083,1.0
2084,1.0
2085,1.0
2086,2.0
2087,2.0
2088,2.0
2089,1.0
2090,1.72
2091,2.0
2092,1.0
2093,1.0
2094,1.0
2095,2.0
2096,1.0
2097,2.0
2098,1.0
2099,2.0
2100,2.0
2101,1.0
2102,1.6
2103,1.0
2104,2.0
2105,1.12
2106,2.0
2107,1.0
2108,2.0
2109,1.0
2110,1.0
2111,1.48
2112,1.76
2113,2.0
2114,2.0
2115,2.0
2116,1.0
2117,1.6
2118,2.0
2119,1.88
2120,2.0
2121,2.0
2122,1.88
2123,2.0
2124,1.0
2125,2.0
2126,1.0
2127,2.0
2128,1.88
2129,1.0
2130,1.12
2131,2.0
2132,1.0
2133,1.0
2134,2.0
2135,1.0
2136,1.0
2137,1.0
2138,1.0
2139,2.0
2140,2.0
