index,voted
460,1.3296942
461,1.2144036
462,1.9794142
463,1.57144
464,1.2965474
465,1.4185681
466,1.3006202
467,1.8955734
468,1.5106509
469,1.7113925
470,1.8113667
471,1.7581148
472,1.6557807
473,1.3575121
474,1.5243154
475,1.6690224
476,1.5523858
477,1.8460826
478,1.8558645
479,1.9863247
480,1.342828
481,1.7097256
482,1.3955965
483,1.5468723
484,1.9835528
485,1.9886397
486,1.3684251
487,1.2889245
488,1.3757533
489,1.3299795
490,1.6566107
491,1.2729243
492,1.3052366
493,1.4797043
494,1.8649532
495,1.4160472
496,1.405648
497,1.8079102
498,1.3935014
499,1.4659922
500,1.5470915
501,1.875759
502,1.3820702
503,1.5206537
504,1.2077427
505,1.5764979
506,1.4084619
507,1.4292037
508,1.3951175
509,1.7558496
510,1.4331884
511,1.6830552
512,1.4734931
513,1.4929097
514,1.8888773
515,1.4524182
516,1.336823
517,1.3529768
518,1.2612985
519,1.7686673
520,1.3989676
521,1.4275534
522,1.9121937
523,1.343191
524,1.2320966
525,1.9020194
526,1.9804592
527,1.800926
528,1.9911646
529,1.8796581
530,1.9802338
531,1.4527044
532,1.3560421
533,1.4654292
534,1.3166816
535,1.2849057
536,1.454687
537,1.5160177
538,1.4122021
539,1.2472092
540,1.4390113
541,1.4760311
542,1.9823968
543,1.3837562
544,1.4347732
545,1.4823668
546,1.988093
547,1.2787265
548,1.9138056
549,1.6243505
550,1.3274759
551,1.3732858
552,1.1361437
553,1.8277309
554,1.314147
555,1.2669337
556,1.3120477
557,1.8527837
558,1.607356
559,1.8067182
560,1.8333901
561,1.5257897
562,1.4421849
563,1.9725959
564,1.5902683
565,1.887814
566,1.3942804
567,1.4209131
568,1.9867018
569,1.3912078
570,1.4046962
571,1.8724205
572,1.3421121
573,1.8531094
574,1.3101578
575,1.891003
576,1.4180403
577,1.5295335
578,1.6776167
579,1.8478538
580,1.2633322
581,1.7882015
582,1.7607826
583,1.4296508
584,1.787703
585,1.7388597
586,1.2609252
587,1.5246828
588,1.6258988
589,1.3350724
590,1.7998401
591,1.2545812
592,1.4547505
593,1.2471048
594,1.373595
595,1.45291
596,1.309408
597,1.3504068
598,1.5617563
599,1.5327579
600,1.5298574
601,1.319036
602,1.8842398
603,1.8569549
604,1.3605397
605,1.4143668
606,1.2867969
607,1.2434186
608,1.8759474
609,1.6568153
610,1.4451078
611,1.5524652
612,1.4830066
613,1.5374165
614,1.1759529
615,1.2799714
616,1.3949628
617,1.3430824
618,1.4084489
619,1.7342216
620,1.2519854
621,1.4417943
622,1.4170789
623,1.345777
624,1.5131384
625,1.3455119
626,1.638055
627,1.8235995
628,1.9860731
629,1.9867753
630,1.889611
631,1.4287584
632,1.8078686
633,1.3405976
634,1.5727673
635,1.8976715
636,1.2184371
637,1.53626
638,1.2607095
639,1.690832
640,1.774556
641,1.4936715
642,1.3018777
643,1.4459072
644,1.4211676
645,1.492662
646,1.8628492
647,1.6362404
648,1.3526502
649,1.429516
650,1.9875276
651,1.4637256
652,1.8207139
653,1.329802
654,1.5090694
655,1.5300941
656,1.4051198
657,1.3694081
658,1.9679712
659,1.7800047
660,1.4124321
661,1.7983459
662,1.4430596
663,1.7672141
664,1.8420465
665,1.3339052
666,1.6989301
667,1.3953168
668,1.8491241
669,1.4598594
670,1.3129524
671,1.555497
672,1.9771878
673,1.9871999
674,1.3513484
675,1.2028408
676,1.9688691
677,1.2366312
678,1.8120016
679,1.375973
680,1.4258592
681,1.97802
682,1.9856893
683,1.668832
684,1.3326966
685,1.7203411
686,1.3901243
687,1.5888333
688,1.4986569
689,1.5362041
690,1.2935182
691,1.628684
692,1.9733181
693,1.6573901
694,1.3127418
695,1.5559225
696,1.9871559
697,1.4121777
698,1.5399288
699,1.2153085
700,1.2910197
701,1.3720597
702,1.3630714
703,1.3879253
704,1.979246
705,1.982005
706,1.7468204
707,1.9834028
708,1.6006923
709,1.5583811
710,1.9180119
711,1.4687552
712,1.3310523
713,1.3759071
714,1.9849738
715,1.8901713
716,1.4418716
717,1.7086879
718,1.4937667
719,1.2431115
720,1.6837777
721,1.9826455
722,1.4026079
723,1.9839287
724,1.4577663
725,1.1847421
726,1.69251
727,1.9724725
728,1.224212
729,1.4191089
730,1.8189803
731,1.6479661
732,1.9814086
733,1.5814477
734,1.3540006
735,1.903956
736,1.9874535
737,1.8118206
738,1.8223894
739,1.5731459
740,1.3950161
741,1.897182
742,1.98406
743,1.768158
744,1.8749967
745,1.3874075
746,1.378327
747,1.2885748
748,1.2272336
749,1.5098423
750,1.4014013
751,1.7843919
752,1.3991646
753,1.8470095
754,1.3182266
755,1.7683923
756,1.865142
757,1.3975867
758,1.7998067
759,1.4439409
760,1.3675455
761,1.8329188
762,1.3514442
763,1.2953657
764,1.7568679
765,1.3099105
766,1.9892787
767,1.3875614
768,1.910992
769,1.942422
770,1.3693045
771,1.7061715
772,1.9643646
773,1.7760057
774,1.3055897
775,1.4479274
776,1.3570861
777,1.265142
778,1.3059676
779,1.6145116
780,1.8496647
781,1.7840956
782,1.4488195
783,1.5757555
784,1.8704523
785,1.424677
786,1.3432142
787,1.2534076
788,1.327957
789,1.2730063
790,1.3999325
791,1.4309676
792,1.4917942
793,1.5336313
794,1.8161163
795,1.5889405
796,1.3396409
797,1.6492977
798,1.2955735
799,1.3540293
800,1.9639874
801,1.7458068
802,1.7713205
803,1.9017867
804,1.4609069
805,1.3713716
806,1.4523034
807,1.2871144
808,1.4033856
809,1.5284257
810,1.7747165
811,1.3890568
812,1.3351394
813,1.5531614
814,1.9835559
815,1.2297814
816,1.5535538
817,1.6965412
818,1.3993915
819,1.8750442
820,1.3621255
821,1.9863366
822,1.4349384
823,1.2181394
824,1.9822428
825,1.4558581
826,1.4370571
827,1.6676548
828,1.77846
829,1.6222931
830,1.2700349
831,1.4480298
832,1.8108284
833,1.1777952
834,1.4607584
835,1.9115852
836,1.289327
837,1.1623588
838,1.2357337
839,1.419884
840,1.4454272
841,1.2777656
842,1.913058
843,1.7203429
844,1.4162362
845,1.4038328
846,1.533202
847,1.4231197
848,1.83205
849,1.1546504
850,1.6215835
851,1.5403093
852,1.7294304
853,1.7187086
854,1.2575015
855,1.9791381
856,1.6378539
857,1.4867172
858,1.4044331
859,1.3275162
860,1.8774664
861,1.4272102
862,1.3392665
863,1.4273175
864,1.4771336
865,1.836667
866,1.359997
867,1.2480341
868,1.326336
869,1.2611606
870,1.237488
871,1.5017134
872,1.3867311
873,1.7479787
874,1.3377662
875,1.4484127
876,1.3338752
877,1.3976082
878,1.2393461
879,1.5532432
880,1.6888295
881,1.3798356
882,1.765626
883,1.9882889
884,1.5304015
885,1.5731264
886,1.4104079
887,1.6851593
888,1.4734949
889,1.5552495
890,1.7489903
891,1.6513425
892,1.3287121
893,1.3109092
894,1.4489883
895,1.4013937
896,1.5855062
897,1.9881285
898,1.9872478
899,1.8682854
900,1.8548249
901,1.6358422
902,1.3970917
903,1.5394509
904,1.475568
905,1.2915603
906,1.3886347
907,1.2942971
908,1.3709133
909,1.8213615
910,1.3905232
911,1.4162699
912,1.3654037
913,1.2532895
914,1.3683012
915,1.1974919
916,1.8038403
917,1.7696637
918,1.3961413
919,1.5534303
920,1.2913868
921,1.2426625
922,1.2786626
923,1.9735154
924,1.4872434
925,1.3596555
926,1.8143396
927,1.270792
928,1.9799633
929,1.2381387
930,1.5544072
931,1.5901827
932,1.7153989
933,1.9888963
934,1.2939081
935,1.5106785
936,1.2859434
937,1.9121133
938,1.9041686
939,1.3496376
940,1.5616368
941,1.2293544
942,1.436075
943,1.3178333
944,1.3390809
945,1.9880474
946,1.4019332
947,1.7924767
948,1.3431753
949,1.3327248
950,1.5929767
951,1.3448161
952,1.5512568
953,1.4842697
954,1.344468
955,1.2950174
956,1.3705367
957,1.2292643
958,1.8865476
959,1.4574345
960,1.5414579
961,1.3405904
962,1.4318448
963,1.2287246
964,1.2431606
965,1.9823687
966,1.2429713
967,1.532288
968,1.8806301
969,1.457356
970,1.5334376
971,1.4477346
972,1.5459539
973,1.5106506
974,1.5199105
975,1.4770173
976,1.4779996
977,1.9856585
978,1.4528648
979,1.3713669
980,1.9850847
981,1.3815118
982,1.9818515
983,1.3597761
984,1.614481
985,1.9832661
986,1.7132319
987,1.5994298
988,1.4690626
989,1.3699173
990,1.3398067
991,1.4217516
992,1.8224496
993,1.4211158
994,1.5855725
995,1.2643754
996,1.6189336
997,1.2967172
998,1.5684506
999,1.3118781
1000,1.3265111
1001,1.5178733
1002,1.5387489
1003,1.2649994
1004,1.8623137
1005,1.5271063
1006,1.2441968
1007,1.6172755
1008,1.5706404
1009,1.3692163
1010,1.3599015
1011,1.5219651
1012,1.5419099
1013,1.448894
1014,1.9358381
1015,1.6304516
1016,1.9866186
1017,1.3860314
1018,1.4065253
1019,1.2000852
1020,1.5767512
1021,1.792507
1022,1.4597514
1023,1.3970736
1024,1.4592981
1025,1.2650596
1026,1.3848307
1027,1.4153318
1028,1.3225485
1029,1.3496366
1030,1.7892516
1031,1.9804657
1032,1.9216818
1033,1.3028172
1034,1.4209262
1035,1.8015496
1036,1.5438169
1037,1.3518152
1038,1.5105214
1039,1.974663
1040,1.5570961
1041,1.360909
1042,1.2273481
1043,1.3954961
1044,1.9865108
1045,1.2672615
1046,1.3424909
1047,1.7885007
1048,1.2911265
1049,1.2690384
1050,1.8785955
1051,1.7080985
1052,1.4695195
1053,1.4269389
1054,1.6914923
1055,1.2977465
1056,1.7641981
1057,1.7200462
1058,1.2703832
1059,1.2927505
1060,1.391192
1061,1.4444706
1062,1.2816491
1063,1.4737304
1064,1.4853253
1065,1.4389715
1066,1.8652419
1067,1.3742708
1068,1.2681603
1069,1.4646716
1070,1.4187179
1071,1.8398012
1072,1.4050517
1073,1.3845161
1074,1.8654835
1075,1.3458047
1076,1.4919298
1077,1.9842557
1078,1.4154319
1079,1.7422334
1080,1.9822457
1081,1.2581247
1082,1.3576877
1083,1.9880066
1084,1.2089261
1085,1.4085373
1086,1.4450196
1087,1.6824725
1088,1.579043
1089,1.9309316
1090,1.478183
1091,1.4704839
1092,1.6563456
1093,1.3567623
1094,1.1809876
1095,1.18413
1096,1.8043708
1097,1.9797881
1098,1.9901891
1099,1.5676482
1100,1.3765748
1101,1.5048062
1102,1.5416336
1103,1.987922
1104,1.4658357
1105,1.6235825
1106,1.2702819
1107,1.5369875
1108,1.5915955
1109,1.5587251
1110,1.5276133
1111,1.4703312
1112,1.2230831
1113,1.4442738
1114,1.9842107
1115,1.7972094
1116,1.8651268
1117,1.4375879
1118,1.6193155
1119,1.3548841
1120,1.425978
1121,1.5803242
1122,1.384093
1123,1.8533127
1124,1.8438512
1125,1.6752933
1126,1.7046294
1127,1.9281713
1128,1.3102456
1129,1.4914198
1130,1.5548607
1131,1.5793728
1132,1.3804449
1133,1.5294595
1134,1.3472657
1135,1.863704
1136,1.2868458
1137,1.1887375
1138,1.7141582
1139,1.4097835
1140,1.8734577
1141,1.9101498
1142,1.4799374
1143,1.4379739
1144,1.2809427
1145,1.412259
1146,1.5730597
1147,1.3819449
1148,1.5072132
1149,1.8906115
1150,1.3811958
1151,1.7558413
1152,1.2692713
1153,1.7935661
1154,1.3209424
1155,1.2865434
1156,1.2451373
1157,1.3961259
1158,1.3158784
1159,1.4448619
1160,1.9798331
1161,1.2442597
1162,1.513623
1163,1.3215429
1164,1.49797
1165,1.2305169
1166,1.2939214
1167,1.2529621
1168,1.5989547
1169,1.9802706
1170,1.5673623
1171,1.6866246
1172,1.3408055
1173,1.986542
1174,1.4440323
1175,1.274922
1176,1.7835331
1177,1.8769386
1178,1.2686872
1179,1.7641869
1180,1.5119734
1181,1.884076
1182,1.3293784
1183,1.313574
1184,1.3371637
1185,1.4306309
1186,1.227919
1187,1.990355
1188,1.8480438
1189,1.6456479
1190,1.4140096
1191,1.4483047
1192,1.8907932
1193,1.4831655
1194,1.3417784
1195,1.8037236
1196,1.3854402
1197,1.3637388
1198,1.6602113
1199,1.4092567
1200,1.417849
1201,1.9831394
1202,1.4848111
1203,1.6657298
1204,1.3803561
1205,1.3458623
1206,1.8210999
1207,1.842774
1208,1.3482938
1209,1.9818608
1210,1.485422
1211,1.5023023
1212,1.8069954
1213,1.5356883
1214,1.6017708
1215,1.2586316
1216,1.4777234
1217,1.2501351
1218,1.256222
1219,1.7402209
1220,1.8331376
1221,1.9882263
1222,1.3470497
1223,1.4846919
1224,1.7106092
1225,1.6004664
1226,1.3684955
1227,1.330042
1228,1.2541132
1229,1.3453661
1230,1.3750916
1231,1.5851568
1232,1.3092974
1233,1.7794938
1234,1.616123
1235,1.2621895
1236,1.459823
1237,1.3101689
1238,1.8218509
1239,1.2566346
1240,1.3464805
1241,1.2620522
1242,1.2580239
1243,1.1752212
1244,1.4990562
1245,1.5821291
1246,1.9833084
1247,1.3433628
1248,1.5271294
1249,1.8141996
1250,1.5225478
1251,1.9144001
1252,1.552163
1253,1.7768389
1254,1.4706373
1255,1.8125411
1256,1.8085096
1257,1.9784057
1258,1.2863839
1259,1.2259264
1260,1.8297161
1261,1.9873497
1262,1.5623091
1263,1.3966801
1264,1.6884707
1265,1.2199634
1266,1.8517376
1267,1.343206
1268,1.9824157
1269,1.26733
1270,1.326067
1271,1.5222447
1272,1.4519601
1273,1.9866261
1274,1.9803952
1275,1.8368706
1276,1.4992758
1277,1.9351704
1278,1.2101948
1279,1.8644798
1280,1.9892424
1281,1.5229014
1282,1.2255884
1283,1.3408
1284,1.262991
1285,1.3223727
1286,1.4265879
1287,1.7429792
1288,1.8759336
1289,1.5811437
1290,1.894451
1291,1.4978737
1292,1.4819419
1293,1.3331221
1294,1.3237935
1295,1.8625872
1296,1.3136019
1297,1.4701477
1298,1.1457133
1299,1.5037212
1300,1.8680502
1301,1.8761641
1302,1.5643777
1303,1.3983675
1304,1.2849455
1305,1.8669087
1306,1.9860727
1307,1.2599928
1308,1.2636818
1309,1.5514086
1310,1.3631722
1311,1.7751175
1312,1.6662459
1313,1.9871335
1314,1.7801999
1315,1.1626437
1316,1.5930405
1317,1.6233397
1318,1.3669889
1319,1.7747236
1320,1.164046
1321,1.8510561
1322,1.897908
1323,1.3787928
1324,1.4379512
1325,1.590169
1326,1.9873838
1327,1.3245963
1328,1.3714155
1329,1.8725657
1330,1.605063
1331,1.413456
1332,1.3435568
1333,1.3866379
1334,1.3653473
1335,1.7223349
1336,1.621388
1337,1.3202386
1338,1.4825612
1339,1.9337509
1340,1.7915837
1341,1.8454596
1342,1.6643754
1343,1.490876
1344,1.2900554
1345,1.3236185
1346,1.884137
1347,1.4796671
1348,1.9365618
1349,1.8489125
1350,1.8311309
1351,1.2678113
1352,1.2620246
1353,1.7697219
1354,1.9853004
1355,1.4311794
1356,1.2741629
1357,1.8425821
1358,1.8262576
1359,1.8004918
1360,1.8489114
1361,1.2304373
1362,1.7389914
1363,1.4582521
1364,1.4299839
1365,1.5034311
1366,1.5999613
1367,1.4029582
1368,1.3010237
1369,1.8852084
1370,1.8786777
1371,1.341796
1372,1.4457623
1373,1.3863269
1374,1.2742321
1375,1.2879254
1376,1.4085996
1377,1.8225838
1378,1.429201
1379,1.5542376
1380,1.9874038
1381,1.3564082
1382,1.1995397
1383,1.7003399
1384,1.4824251
1385,1.3874998
1386,1.1832198
1387,1.3502336
1388,1.3821411
1389,1.749331
1390,1.6316994
1391,1.8651347
1392,1.4734939
1393,1.8973377
1394,1.1921529
1395,1.2410271
1396,1.6034176
1397,1.6514381
1398,1.365387
1399,1.7969728
1400,1.3047619
1401,1.4527724
1402,1.8969274
1403,1.4942219
1404,1.5996279
1405,1.5428087
1406,1.3207484
1407,1.814983
1408,1.5367594
1409,1.4586599
1410,1.5828131
1411,1.4577721
1412,1.582535
1413,1.2638626
1414,1.36334
1415,1.2695246
1416,1.502227
1417,1.3781849
1418,1.9737258
1419,1.7902768
1420,1.3487227
1421,1.3150008
1422,1.5650425
1423,1.879207
1424,1.9758153
1425,1.8998289
1426,1.2550981
1427,1.6293485
1428,1.4324003
1429,1.3103808
1430,1.2918937
1431,1.3291504
1432,1.8360099
1433,1.3179548
1434,1.3793921
1435,1.4437935
1436,1.7816646
1437,1.2600999
1438,1.5759771
1439,1.593
1440,1.3365988
1441,1.6830637
1442,1.4113755
1443,1.8602333
1444,1.6220629
1445,1.719471
1446,1.4038666
1447,1.9243155
1448,1.2324778
1449,1.7131611
1450,1.4429979
1451,1.669707
1452,1.7286268
1453,1.6817862
1454,1.4897646
1455,1.7785239
1456,1.6950564
1457,1.4940066
1458,1.2767726
1459,1.3962214
1460,1.616499
1461,1.3119049
1462,1.6266989
1463,1.4211719
1464,1.2167579
1465,1.3747017
1466,1.239869
1467,1.3981351
1468,1.9743549
1469,1.7470964
1470,1.501383
1471,1.9813987
1472,1.4458553
1473,1.9863802
1474,1.9835764
1475,1.4283705
1476,1.5284318
1477,1.2252496
1478,1.8296999
1479,1.2521961
1480,1.4767123
1481,1.7484083
1482,1.9080738
1483,1.5313745
1484,1.7937424
1485,1.3968356
1486,1.5111779
1487,1.5635937
1488,1.2832569
1489,1.281591
1490,1.3795165
1491,1.8279788
1492,1.5434053
1493,1.9887385
1494,1.2666203
1495,1.5658417
1496,1.3505592
1497,1.3547765
1498,1.2146578
1499,1.7580612
1500,1.9665165
1501,1.4018432
1502,1.4895355
1503,1.5299491
1504,1.2929534
1505,1.433368
1506,1.872615
1507,1.9860686
1508,1.3696959
1509,1.2049282
1510,1.2415771
1511,1.7760645
1512,1.9874284
1513,1.2734517
1514,1.1987666
1515,1.5213538
1516,1.5840684
1517,1.9899094
1518,1.6906881
1519,1.3469216
1520,1.6786456
1521,1.8739617
1522,1.7443182
1523,1.8868353
1524,1.5702877
1525,1.4927225
1526,1.2830056
1527,1.3308882
1528,1.7321125
1529,1.5640892
1530,1.5224206
1531,1.5517534
1532,1.8375403
1533,1.6889064
1534,1.5626463
1535,1.701417
1536,1.3825777
1537,1.3668596
1538,1.7961836
1539,1.8294176
1540,1.3013682
1541,1.3174663
1542,1.5257474
1543,1.5176197
1544,1.2637563
1545,1.5282344
1546,1.5164483
1547,1.2054033
1548,1.4155505
1549,1.9788325
1550,1.4134346
1551,1.2593956
1552,1.2953752
1553,1.530444
1554,1.3846219
1555,1.6347653
1556,1.338653
1557,1.7339178
1558,1.974455
1559,1.4677728
1560,1.472383
1561,1.7572724
1562,1.8319093
1563,1.9781395
1564,1.5162531
1565,1.2911936
1566,1.9893339
1567,1.894297
1568,1.5681628
1569,1.9641023
1570,1.2955024
1571,1.409703
1572,1.803026
1573,1.3269082
1574,1.2192858
1575,1.3029208
1576,1.3163828
1577,1.8125478
1578,1.4630023
1579,1.9879531
1580,1.3743411
1581,1.5028185
1582,1.4416448
1583,1.2311366
1584,1.7611611
1585,1.2217273
1586,1.7001678
1587,1.4270505
1588,1.5026783
1589,1.9293603
1590,1.484045
1591,1.4844656
1592,1.98727
1593,1.558075
1594,1.2296598
1595,1.728031
1596,1.919581
1597,1.2934974
1598,1.5542836
1599,1.9850773
1600,1.5052471
1601,1.2427096
1602,1.7737981
1603,1.5220932
1604,1.2233847
1605,1.9057332
1606,1.4772887
1607,1.4355695
1608,1.5102353
1609,1.9825326
1610,1.5138059
1611,1.4308863
1612,1.7353466
1613,1.4487944
1614,1.4539149
1615,1.5205848
1616,1.765355
1617,1.2907802
1618,1.3931369
1619,1.642304
1620,1.2562991
1621,1.1807946
1622,1.1594962
1623,1.7114073
1624,1.487876
1625,1.4633924
1626,1.4624088
1627,1.9889423
1628,1.4466221
1629,1.9368558
1630,1.5886831
1631,1.975779
1632,1.4101524
1633,1.2492083
1634,1.2692487
1635,1.7898535
1636,1.981254
1637,1.240849
1638,1.4918431
1639,1.5920999
1640,1.8217067
1641,1.7945175
1642,1.7829999
1643,1.5022184
1644,1.9816505
1645,1.2639208
1646,1.4022963
1647,1.2029704
1648,1.3372903
1649,1.5726274
1650,1.3865577
1651,1.2357846
1652,1.4995282
1653,1.4332211
1654,1.9233148
1655,1.915049
1656,1.9786463
1657,1.3488771
1658,1.3763036
1659,1.6732031
1660,1.7530663
1661,1.3146622
1662,1.350804
1663,1.3802704
1664,1.4579867
1665,1.38952
1666,1.4266676
1667,1.9838291
1668,1.3347269
1669,1.8337102
1670,1.3247235
1671,1.2737889
1672,1.7820693
1673,1.7540498
1674,1.9860613
1675,1.400959
1676,1.5882876
1677,1.530997
1678,1.9819431
1679,1.2056038
1680,1.2367141
1681,1.7460607
1682,1.4387155
1683,1.5744036
1684,1.2855933
1685,1.976409
1686,1.7445885
